DATE,G,A,TKA,Season,Player,MonthOrPlayoff
Sat 12/3,0,3,0,2022-23,Evgeni Malkin,N
Thu 12/1,0,1,0,2022-23,Evgeni Malkin,N
Tue 11/29,0,0,1,2022-23,Evgeni Malkin,N
Sat 11/26,0,0,1,2022-23,Evgeni Malkin,N
Fri 11/25,0,0,0,2022-23,Evgeni Malkin,N
Wed 11/23,0,0,1,2022-23,Evgeni Malkin,N
Sun 11/20,1,0,0,2022-23,Evgeni Malkin,N
Sat 11/19,0,1,1,2022-23,Evgeni Malkin,N
Thu 11/17,0,1,2,2022-23,Evgeni Malkin,N
Tue 11/15,0,1,1,2022-23,Evgeni Malkin,N
Sat 11/12,1,0,0,2022-23,Evgeni Malkin,N
Fri 11/11,1,1,1,2022-23,Evgeni Malkin,N
Wed 11/9,0,1,3,2022-23,Evgeni Malkin,N
Sat 11/5,0,0,3,2022-23,Evgeni Malkin,N
Wed 11/2,0,2,1,2022-23,Evgeni Malkin,N
Tue 11/1,1,1,2,2022-23,Evgeni Malkin,N
Sat 10/29,0,0,0,2022-23,Evgeni Malkin,N
Fri 10/28,0,1,0,2022-23,Evgeni Malkin,N
Tue 10/25,1,0,2,2022-23,Evgeni Malkin,N
Mon 10/24,0,1,3,2022-23,Evgeni Malkin,N
Sat 10/22,0,0,1,2022-23,Evgeni Malkin,N
Thu 10/20,0,1,4,2022-23,Evgeni Malkin,N
Mon 10/17,2,0,0,2022-23,Evgeni Malkin,N
Sat 10/15,0,1,3,2022-23,Evgeni Malkin,N
Thu 10/13,1,0,0,2022-23,Evgeni Malkin,N
Sun 5/15,0,0,0,2021-22,Evgeni Malkin,Y
Fri 5/13,1,0,2,2021-22,Evgeni Malkin,Y
Wed 5/11,0,2,0,2021-22,Evgeni Malkin,Y
Mon 5/9,1,0,3,2021-22,Evgeni Malkin,Y
Sat 5/7,0,0,1,2021-22,Evgeni Malkin,Y
Thu 5/5,0,0,0,2021-22,Evgeni Malkin,Y
Tue 5/3,1,1,1,2021-22,Evgeni Malkin,Y
Fri 4/29,1,1,0,2021-22,Evgeni Malkin,N
Tue 4/26,0,0,3,2021-22,Evgeni Malkin,N
Sun 4/24,0,1,0,2021-22,Evgeni Malkin,N
Sat 4/23,2,0,1,2021-22,Evgeni Malkin,N
Sun 4/10,0,0,3,2021-22,Evgeni Malkin,N
Sat 4/9,0,1,2,2021-22,Evgeni Malkin,N
Thu 4/7,0,0,1,2021-22,Evgeni Malkin,N
Tue 4/5,0,1,2,2021-22,Evgeni Malkin,N
Sat 4/2,0,0,0,2021-22,Evgeni Malkin,N
Thu 3/31,1,1,1,2021-22,Evgeni Malkin,N
Tue 3/29,0,1,1,2021-22,Evgeni Malkin,N
Sun 3/27,3,1,1,2021-22,Evgeni Malkin,N
